
映像名称                       PID 会话名              会话#       内存使用 
GoogleUpdate.exe              4308 Services                   0      1,632 K
GoogleUpdate.exe               872 Services                   0     10,896 K
cmd.exe                       3256 Console                    1      2,192 K
conhost.exe                   8044 Console                    1      2,864 K
chromedriver.exe              7352 Console                    1      1,848 K
conhost.exe                   3768 Console                    1        976 K
chrome.exe                    7700 Console                    1     21,120 K
chrome.exe                    7364 Console                    1     14,836 K
chrome.exe                    7252 Console                    1      4,720 K
chrome.exe                    7624 Console                    1     10,100 K
chromedriver.exe              5256 Console                    1      1,880 K
conhost.exe                   7812 Console                    1      1,012 K
chrome.exe                    1392 Console                    1     27,264 K
chrome.exe                    6072 Console                    1     15,048 K
chrome.exe                    7784 Console                    1      5,332 K
chrome.exe                    4872 Console                    1     12,944 K
chromedriver.exe              7496 Console                    1      1,980 K
conhost.exe                   7508 Console                    1      1,064 K
chrome.exe                    6984 Console                    1     26,564 K
chrome.exe                    8196 Console                    1     13,948 K
chrome.exe                    8516 Console                    1      5,372 K
chrome.exe                    8624 Console                    1     13,296 K
chromedriver.exe              6596 Console                    1      3,476 K
conhost.exe                   8352 Console                    1      1,080 K
cmd.exe                       6692 Console                    1      1,076 K
conhost.exe                   6668 Console                    1      1,948 K
java.exe                      9196 Console                    1     42,784 K
conhost.exe                   6556 Console                    1      1,904 K
firefox.exe                   7452 Console                    1    120,856 K
chromedriver.exe              2392 Console                    1      2,048 K
conhost.exe                   9192 Console                    1      1,096 K
chrome.exe                    7756 Console                    1     23,064 K
chrome.exe                    7920 Console                    1     17,988 K
chrome.exe                    8324 Console                    1      5,416 K
chrome.exe                    8832 Console                    1     15,480 K
dllhost.exe                   9316 Console                    1      3,576 K
chromedriver.exe              7200 Console                    1      3,800 K
conhost.exe                   7504 Console                    1      1,092 K
chromedriver.exe              9708 Console                    1      4,404 K
conhost.exe                  10060 Console                    1      1,128 K
javaw.exe                     8892 Console                    1     70,112 K
chromedriver.exe              3728 Console                    1      7,396 K
conhost.exe                   9608 Console                    1      2,760 K
chrome.exe                    6560 Console                    1     49,816 K
chrome.exe                    9048 Console                    1     62,960 K
chrome.exe                    9000 Console                    1     11,784 K
chrome.exe                    8176 Console                    1     70,716 K
java.exe                     10104 Console                    1     56,676 K
35.0.1916.114_34.0.1847.1     6688 Services                   0      1,680 K
setup.exe                     3944 Services                   0     32,768 K
taskhost.exe                  8744 Console                    1      5,584 K
SearchFilterHost.exe          7408 Services                   0      6,436 K
cmd.exe                      10172 Console                    1      3,376 K
conhost.exe                   9084 Console                    1      6,644 K
adb.exe                       8392 Console                    1      4,240 K
cmd.exe                       7844 Console                    1      3,340 K
conhost.exe                   9724 Console                    1      6,336 K
tasklist.exe                  3472 Console                    1      5,940 K
