
映像名称                       PID 会话名              会话#       内存使用 
conhost.exe                   7120 Console                    1      4,996 K
chromedriver.exe              3908 Console                    1      3,568 K
conhost.exe                   4508 Console                    1      2,660 K
chrome.exe                    6056 Console                    1     36,708 K
chrome.exe                    8860 Console                    1     20,876 K
chrome.exe                    9032 Console                    1      8,148 K
chrome.exe                    8288 Console                    1      8,076 K
chromedriver.exe               944 Console                    1      6,900 K
conhost.exe                   8380 Console                    1      2,620 K
chromedriver.exe              3344 Console                    1      6,952 K
conhost.exe                   2096 Console                    1      2,680 K
chromedriver.exe              3288 Console                    1      7,012 K
conhost.exe                   8420 Console                    1      2,696 K
chromedriver.exe              8656 Console                    1      6,892 K
conhost.exe                   9000 Console                    1      2,712 K
chromedriver.exe              8296 Console                    1      7,044 K
conhost.exe                   9144 Console                    1      2,664 K
chromedriver.exe              7076 Console                    1      7,044 K
conhost.exe                   7108 Console                    1      2,708 K
SohuNews.exe                  8268 Console                    1     94,600 K
chrome.exe                   16728 Console                    1     36,660 K
chrome.exe                   16152 Console                    1     11,768 K
chrome.exe                   17168 Console                    1      8,720 K
chrome.exe                   17312 Console                    1      8,088 K
chrome.exe                   17428 Console                    1      7,252 K
WUDFHost.exe                 34372 Services                   0      3,456 K
cmd.exe                      40880 Console                    1      2,692 K
conhost.exe                  40412 Console                    1      5,488 K
java.exe                     41244 Console                    1     33,960 K
filezilla.exe                76888 Console                    1     11,136 K
myeclipse.exe                80216 Console                    1      2,676 K
javaw.exe                    81924 Console                    1    328,316 K
chromedriver.exe            104060 Console                    1      6,832 K
conhost.exe                 103844 Console                    1      3,196 K
chrome.exe                  104228 Console                    1     70,872 K
chrome.exe                  103484 Console                    1     53,936 K
chrome.exe                  101840 Console                    1     17,640 K
chrome.exe                  104736 Console                    1     49,824 K
QQExternal.exe              109148 Console                    1      2,712 K
SearchProtocolHost.exe      129564 Services                   0      6,704 K
SearchFilterHost.exe        138824 Services                   0      6,392 K
javaw.exe                   138256 Console                    1     67,980 K
cmd.exe                     138492 Console                    1      3,360 K
conhost.exe                 138356 Console                    1      6,292 K
adb.exe                     138932 Console                    1      4,224 K
chromedriver.exe            138252 Console                    1      7,344 K
conhost.exe                 138548 Console                    1      3,832 K
chrome.exe                  138612 Console                    1     75,492 K
chrome.exe                  139336 Console                    1     73,872 K
chrome.exe                  139768 Console                    1     23,840 K
chrome.exe                  139840 Console                    1     63,672 K
cmd.exe                     139464 Console                    1      3,296 K
conhost.exe                 139608 Console                    1      6,172 K
tasklist.exe                139460 Console                    1      5,956 K
