
映像名称                       PID 会话名              会话#       内存使用 
AndroidInterface.exe          8092 Console                    1      7,480 K
conhost.exe                   4180 Console                    1      3,816 K
360MobileMgr.exe              6252 Console                    1      8,832 K
360MobileMgr.exe              2552 Console                    1     24,096 K
cmd.exe                       4552 Console                    1      3,752 K
conhost.exe                   4428 Console                    1      6,416 K
java.exe                      6524 Console                    1    108,724 K
conhost.exe                   7120 Console                    1      6,312 K
cmd.exe                       2756 Console                    1      3,728 K
conhost.exe                   1672 Console                    1      6,444 K
java.exe                       916 Console                    1     92,532 K
chromedriver.exe              3908 Console                    1      7,672 K
conhost.exe                   4508 Console                    1      3,812 K
chrome.exe                    6056 Console                    1     76,904 K
chrome.exe                    8860 Console                    1     65,140 K
chrome.exe                    9032 Console                    1     27,736 K
chrome.exe                    8288 Console                    1     59,628 K
chromedriver.exe               944 Console                    1     11,756 K
conhost.exe                   8380 Console                    1      3,780 K
notepad.exe                   1832 Console                    1      7,344 K
javaw.exe                     8728 Console                    1     73,356 K
chromedriver.exe              3344 Console                    1      7,364 K
conhost.exe                   2096 Console                    1      3,884 K
chrome.exe                    6476 Console                    1     72,888 K
chrome.exe                    9212 Console                    1     71,464 K
chrome.exe                    9080 Console                    1     23,932 K
chrome.exe                    8844 Console                    1     66,312 K
cmd.exe                       7708 Console                    1      3,292 K
conhost.exe                   3492 Console                    1      6,400 K
adb.exe                       8276 Console                    1      4,224 K
cmd.exe                       8412 Console                    1      3,348 K
conhost.exe                   7392 Console                    1      6,612 K
adb.exe                       7092 Console                    1      4,264 K
SearchFilterHost.exe          8204 Services                   0      8,156 K
taskhost.exe                  8436 Services                   0     14,468 K
cmd.exe                       3692 Console                    1      3,304 K
conhost.exe                   8460 Console                    1      6,380 K
tasklist.exe                  7608 Console                    1      5,980 K
