
映像名称                       PID 会话名              会话#       内存使用 
conhost.exe                    712 Console                    1      3,124 K
taskeng.exe                   6080 Services                   0      5,012 K
GoogleUpdate.exe              4308 Services                   0      1,664 K
GoogleUpdate.exe               872 Services                   0     16,668 K
cmd.exe                       3256 Console                    1      3,824 K
conhost.exe                   8044 Console                    1      6,560 K
chromedriver.exe              7352 Console                    1      6,572 K
conhost.exe                   3768 Console                    1      3,224 K
chrome.exe                    7700 Console                    1     50,928 K
chrome.exe                    7364 Console                    1     55,364 K
chrome.exe                    7252 Console                    1     15,816 K
chrome.exe                    7624 Console                    1     36,340 K
chromedriver.exe              5256 Console                    1      6,664 K
conhost.exe                   7812 Console                    1      3,336 K
chrome.exe                    1392 Console                    1     65,128 K
chrome.exe                    6072 Console                    1     56,760 K
chrome.exe                    7784 Console                    1     18,100 K
chrome.exe                    4872 Console                    1     48,032 K
chromedriver.exe              7496 Console                    1      7,324 K
conhost.exe                   7508 Console                    1      3,484 K
chrome.exe                    6984 Console                    1     61,892 K
chrome.exe                    8196 Console                    1     52,084 K
chrome.exe                    8516 Console                    1     18,352 K
chrome.exe                    8624 Console                    1     50,836 K
chromedriver.exe              6596 Console                    1     12,820 K
conhost.exe                   8352 Console                    1      3,772 K
cmd.exe                       6692 Console                    1      3,744 K
conhost.exe                   6668 Console                    1      6,576 K
java.exe                      9196 Console                    1     98,320 K
conhost.exe                   6556 Console                    1      6,456 K
firefox.exe                   7452 Console                    1    181,900 K
chromedriver.exe              2392 Console                    1      7,368 K
conhost.exe                   9192 Console                    1      3,832 K
chrome.exe                    7756 Console                    1     59,112 K
chrome.exe                    7920 Console                    1     66,004 K
chrome.exe                    8324 Console                    1     18,544 K
chrome.exe                    8832 Console                    1     57,192 K
dllhost.exe                   9316 Console                    1      7,820 K
javaw.exe                     9996 Console                    1     76,444 K
chromedriver.exe              7200 Console                    1      7,720 K
conhost.exe                   7504 Console                    1      3,852 K
chrome.exe                    9732 Console                    1     57,680 K
chrome.exe                    7136 Console                    1     71,072 K
chrome.exe                    8920 Console                    1     18,736 K
chrome.exe                    6956 Console                    1     71,296 K
java.exe                      8544 Console                    1     94,132 K
cmd.exe                       8820 Console                    1      3,400 K
conhost.exe                   8552 Console                    1      6,488 K
adb.exe                       7520 Console                    1      4,224 K
audiodg.exe                   7744 Services                   0     15,780 K
cmd.exe                       6068 Console                    1      3,400 K
conhost.exe                   7568 Console                    1      6,440 K
adb.exe                       9612 Console                    1      4,280 K
cmd.exe                       5656 Console                    1      3,316 K
conhost.exe                   6864 Console                    1      6,296 K
tasklist.exe                  7788 Console                    1      5,980 K
