
映像名称                       PID 会话名              会话#       内存使用 
conhost.exe                   8044 Console                    1      2,828 K
chromedriver.exe              7352 Console                    1      1,832 K
conhost.exe                   3768 Console                    1        972 K
chrome.exe                    7700 Console                    1     29,452 K
chrome.exe                    7364 Console                    1     16,208 K
chrome.exe                    7252 Console                    1      4,884 K
chrome.exe                    7624 Console                    1      9,300 K
chromedriver.exe              5256 Console                    1      1,852 K
conhost.exe                   7812 Console                    1      1,012 K
chrome.exe                    1392 Console                    1     31,940 K
chrome.exe                    6072 Console                    1     18,820 K
chrome.exe                    7784 Console                    1      5,264 K
chrome.exe                    4872 Console                    1     11,164 K
chromedriver.exe              7496 Console                    1      1,968 K
conhost.exe                   7508 Console                    1      1,044 K
chrome.exe                    6984 Console                    1     28,120 K
chrome.exe                    8196 Console                    1     13,572 K
chrome.exe                    8516 Console                    1      5,384 K
chrome.exe                    8624 Console                    1     12,912 K
chromedriver.exe              6596 Console                    1      3,400 K
conhost.exe                   8352 Console                    1      1,056 K
cmd.exe                       6692 Console                    1      1,064 K
conhost.exe                   6668 Console                    1      2,288 K
java.exe                      9196 Console                    1     79,840 K
conhost.exe                   6556 Console                    1      2,220 K
firefox.exe                   7452 Console                    1    222,532 K
chromedriver.exe              2392 Console                    1      2,012 K
conhost.exe                   9192 Console                    1      1,116 K
chrome.exe                    7756 Console                    1     32,240 K
chrome.exe                    7920 Console                    1     29,160 K
chrome.exe                    8324 Console                    1      5,372 K
chrome.exe                    8832 Console                    1     19,768 K
chromedriver.exe              7200 Console                    1      3,776 K
conhost.exe                   7504 Console                    1      1,084 K
chromedriver.exe              9708 Console                    1      4,360 K
conhost.exe                  10060 Console                    1      1,084 K
chromedriver.exe              3728 Console                    1     11,544 K
conhost.exe                   9608 Console                    1      2,676 K
java.exe                     10104 Console                    1     94,512 K
taskhost.exe                  8744 Console                    1      5,344 K
QQProtect.exe                11252 Console                    1     20,676 K
QQ.exe                       11468 Console                    1    121,180 K
TXPlatform.exe               11776 Console                    1      2,124 K
QQExternal.exe               10068 Console                    1     10,668 K
SohuNews.exe                 11088 Console                    1    105,648 K
chromedriver.exe             12308 Console                    1     11,600 K
conhost.exe                   3612 Console                    1      3,780 K
javaw.exe                     5196 Console                    1     92,896 K
chromedriver.exe              7420 Console                    1      8,952 K
conhost.exe                   5640 Console                    1      3,916 K
chrome.exe                   13024 Console                    1     63,476 K
chrome.exe                    5392 Console                    1     76,028 K
chrome.exe                   10880 Console                    1     24,056 K
chrome.exe                    6840 Console                    1     78,944 K
cmd.exe                       9876 Console                    1      3,356 K
conhost.exe                  10356 Console                    1      6,332 K
adb.exe                      10700 Console                    1      4,252 K
cmd.exe                       7608 Console                    1      3,328 K
conhost.exe                  11024 Console                    1      6,120 K
tasklist.exe                 11304 Console                    1      5,972 K
