
映像名称                       PID 会话名              会话#       内存使用 
QQExternal.exe               10068 Console                    1      5,684 K
SohuNews.exe                 11088 Console                    1     72,140 K
WUDFHost.exe                 11108 Services                   0      7,672 K
taskmgr.exe                   4372 Console                    1     15,020 K
SGTool.exe                    6048 Console                    1     20,812 K
chromedriver.exe              6832 Console                    1     11,984 K
conhost.exe                  12168 Console                    1      3,912 K
chromedriver.exe             11804 Console                    1     11,648 K
conhost.exe                  12584 Console                    1      4,004 K
audiodg.exe                   8380 Services                   0     15,848 K
chromedriver.exe              7940 Console                    1     14,292 K
conhost.exe                  12904 Console                    1      4,048 K
chromedriver.exe              6484 Console                    1     14,212 K
conhost.exe                   7868 Console                    1      3,936 K
chromedriver.exe             12396 Console                    1     14,312 K
conhost.exe                   6212 Console                    1      3,916 K
SearchFilterHost.exe          6812 Services                   0      6,412 K
javaw.exe                    10688 Console                    1     70,572 K
chromedriver.exe              8796 Console                    1     14,944 K
conhost.exe                   5092 Console                    1      3,948 K
chromedriver.exe              3104 Console                    1     14,036 K
conhost.exe                  11384 Console                    1      4,000 K
chromedriver.exe             13072 Console                    1     14,484 K
cmd.exe                      10224 Console                    1      3,432 K
conhost.exe                   8220 Console                    1      4,076 K
conhost.exe                   7812 Console                    1      6,820 K
adb.exe                       8216 Console                    1      4,292 K
cmd.exe                       1940 Console                    1      3,368 K
conhost.exe                  11080 Console                    1      6,484 K
tasklist.exe                  8364 Console                    1      6,044 K
