
映像名称                       PID 会话名              会话#       内存使用 
AndroidInterface.exe          8092 Console                    1      7,488 K
conhost.exe                   4180 Console                    1      3,816 K
360MobileMgr.exe              6252 Console                    1      8,944 K
360MobileMgr.exe              2552 Console                    1     24,428 K
cmd.exe                       4552 Console                    1      3,752 K
conhost.exe                   4428 Console                    1      6,416 K
java.exe                      6524 Console                    1    109,400 K
conhost.exe                   7120 Console                    1      6,312 K
cmd.exe                       2756 Console                    1      3,728 K
conhost.exe                   1672 Console                    1      6,444 K
java.exe                       916 Console                    1     92,532 K
chromedriver.exe              3908 Console                    1      7,672 K
conhost.exe                   4508 Console                    1      3,812 K
chrome.exe                    6056 Console                    1     76,844 K
chrome.exe                    8860 Console                    1     65,140 K
chrome.exe                    9032 Console                    1     27,736 K
chrome.exe                    8288 Console                    1     59,628 K
chromedriver.exe               944 Console                    1     11,756 K
conhost.exe                   8380 Console                    1      3,780 K
chromedriver.exe              3344 Console                    1     11,748 K
conhost.exe                   2096 Console                    1      3,840 K
chromedriver.exe              3288 Console                    1     11,728 K
conhost.exe                   8420 Console                    1      3,848 K
chromedriver.exe              8656 Console                    1     11,420 K
conhost.exe                   9000 Console                    1      3,864 K
javaw.exe                     7708 Console                    1     78,020 K
chromedriver.exe              8296 Console                    1      7,688 K
conhost.exe                   9144 Console                    1      3,864 K
chrome.exe                    8196 Console                    1     73,636 K
chrome.exe                    3836 Console                    1     72,120 K
chrome.exe                    6504 Console                    1     24,012 K
chrome.exe                    9116 Console                    1     67,472 K
cmd.exe                       2180 Console                    1      3,372 K
conhost.exe                   8848 Console                    1      6,456 K
adb.exe                       8248 Console                    1      4,208 K
SearchFilterHost.exe          9044 Services                   0      6,444 K
cmd.exe                       8224 Console                    1      3,400 K
conhost.exe                   1060 Console                    1      6,640 K
adb.exe                       6320 Console                    1      4,280 K
cmd.exe                       6836 Console                    1      3,304 K
conhost.exe                   9204 Console                    1      6,304 K
tasklist.exe                  8272 Console                    1      5,940 K
