
映像名称                       PID 会话名              会话#       内存使用 
QQExternal.exe               10068 Console                    1      8,072 K
SohuNews.exe                 11088 Console                    1     71,820 K
WUDFHost.exe                 11108 Services                   0      7,672 K
taskmgr.exe                   4372 Console                    1     15,024 K
SGTool.exe                    6048 Console                    1     20,812 K
chromedriver.exe              6832 Console                    1     11,984 K
conhost.exe                  12168 Console                    1      3,912 K
chromedriver.exe             11804 Console                    1     11,648 K
conhost.exe                  12584 Console                    1      4,004 K
audiodg.exe                   8380 Services                   0     15,860 K
SearchFilterHost.exe          8200 Services                   0      8,072 K
javaw.exe                    12456 Console                    1     73,744 K
chromedriver.exe              7940 Console                    1     14,336 K
conhost.exe                  12904 Console                    1      4,048 K
chromedriver.exe              6484 Console                    1     14,272 K
conhost.exe                   7868 Console                    1      3,936 K
chromedriver.exe             12396 Console                    1     14,356 K
cmd.exe                       7188 Console                    1      3,432 K
conhost.exe                   6212 Console                    1      3,916 K
conhost.exe                  10464 Console                    1      6,884 K
adb.exe                       9236 Console                    1      4,260 K
cmd.exe                       9700 Console                    1      3,364 K
conhost.exe                   6452 Console                    1      6,500 K
tasklist.exe                 13108 Console                    1      6,032 K
