
映像名称                       PID 会话名              会话#       内存使用 
AndroidInterface.exe          8092 Console                    1      7,484 K
conhost.exe                   4180 Console                    1      3,816 K
360MobileMgr.exe              6252 Console                    1      8,880 K
360MobileMgr.exe              2552 Console                    1     24,344 K
cmd.exe                       4552 Console                    1      3,752 K
conhost.exe                   4428 Console                    1      6,416 K
java.exe                      6524 Console                    1    108,724 K
conhost.exe                   7120 Console                    1      6,312 K
cmd.exe                       2756 Console                    1      3,728 K
conhost.exe                   1672 Console                    1      6,444 K
java.exe                       916 Console                    1     92,532 K
chromedriver.exe              3908 Console                    1      7,672 K
conhost.exe                   4508 Console                    1      3,812 K
chrome.exe                    6056 Console                    1     76,888 K
chrome.exe                    8860 Console                    1     65,140 K
chrome.exe                    9032 Console                    1     27,736 K
chrome.exe                    8288 Console                    1     59,628 K
chromedriver.exe               944 Console                    1     11,756 K
conhost.exe                   8380 Console                    1      3,780 K
chromedriver.exe              3344 Console                    1     12,068 K
conhost.exe                   2096 Console                    1      3,840 K
SearchFilterHost.exe          8552 Services                   0      6,404 K
cmd.exe                       7676 Console                    1      3,396 K
conhost.exe                   8276 Console                    1      6,628 K
adb.exe                       9156 Console                    1      4,232 K
chromedriver.exe              3288 Console                    1     14,456 K
conhost.exe                   8420 Console                    1      3,872 K
javaw.exe                     1404 Console                    1     65,912 K
cmd.exe                       8612 Console                    1      3,400 K
conhost.exe                   6884 Console                    1      6,444 K
adb.exe                       7868 Console                    1      4,228 K
chromedriver.exe              8656 Console                    1      7,360 K
conhost.exe                   9000 Console                    1      3,920 K
chrome.exe                    8512 Console                    1     71,372 K
chrome.exe                    7696 Console                    1     68,164 K
chrome.exe                    5428 Console                    1     23,932 K
chrome.exe                    8180 Console                    1     63,800 K
cmd.exe                       8112 Console                    1      3,300 K
conhost.exe                   8968 Console                    1      6,268 K
tasklist.exe                  8388 Console                    1      5,928 K
