
映像名称                       PID 会话名              会话#       内存使用 
AndroidInterface.exe          8092 Console                    1      7,488 K
conhost.exe                   4180 Console                    1      3,816 K
360MobileMgr.exe              6252 Console                    1      8,952 K
360MobileMgr.exe              2552 Console                    1     24,264 K
cmd.exe                       4552 Console                    1      3,752 K
conhost.exe                   4428 Console                    1      6,416 K
java.exe                      6524 Console                    1    109,444 K
conhost.exe                   7120 Console                    1      6,312 K
cmd.exe                       2756 Console                    1      3,728 K
conhost.exe                   1672 Console                    1      6,444 K
java.exe                       916 Console                    1     92,532 K
chromedriver.exe              3908 Console                    1      7,672 K
conhost.exe                   4508 Console                    1      3,812 K
chrome.exe                    6056 Console                    1     77,032 K
chrome.exe                    8860 Console                    1     65,276 K
chrome.exe                    9032 Console                    1     27,736 K
chrome.exe                    8288 Console                    1     59,628 K
chromedriver.exe               944 Console                    1     11,756 K
conhost.exe                   8380 Console                    1      3,780 K
chromedriver.exe              3344 Console                    1     11,748 K
conhost.exe                   2096 Console                    1      3,840 K
chromedriver.exe              3288 Console                    1     11,704 K
conhost.exe                   8420 Console                    1      3,848 K
chromedriver.exe              8656 Console                    1     11,396 K
conhost.exe                   9000 Console                    1      3,864 K
chromedriver.exe              8296 Console                    1     12,156 K
conhost.exe                   9144 Console                    1      3,832 K
javaw.exe                     9120 Console                    1     68,092 K
cmd.exe                       2460 Console                    1      3,372 K
conhost.exe                   8652 Console                    1      6,480 K
adb.exe                       6480 Console                    1      4,240 K
chromedriver.exe              7076 Console                    1      7,520 K
conhost.exe                   7108 Console                    1      3,892 K
chrome.exe                    7732 Console                    1     72,136 K
chrome.exe                    1052 Console                    1     66,616 K
chrome.exe                    8660 Console                    1     23,936 K
chrome.exe                    8712 Console                    1     78,572 K
cmd.exe                       8084 Console                    1      3,428 K
conhost.exe                   3332 Console                    1      6,604 K
adb.exe                       2060 Console                    1      4,284 K
cmd.exe                       8960 Console                    1      3,364 K
conhost.exe                   3776 Console                    1      6,236 K
tasklist.exe                  9160 Console                    1      5,968 K
