
映像名称                       PID 会话名              会话#       内存使用 
conhost.exe                    712 Console                    1      3,124 K
taskeng.exe                   6080 Services                   0      5,012 K
GoogleUpdate.exe              4308 Services                   0      1,632 K
GoogleUpdate.exe               872 Services                   0     16,896 K
cmd.exe                       3256 Console                    1      3,824 K
conhost.exe                   8044 Console                    1      6,560 K
chromedriver.exe              7352 Console                    1      6,572 K
conhost.exe                   3768 Console                    1      3,224 K
chrome.exe                    7700 Console                    1     50,940 K
chrome.exe                    7364 Console                    1     55,372 K
chrome.exe                    7252 Console                    1     15,816 K
chrome.exe                    7624 Console                    1     36,340 K
chromedriver.exe              5256 Console                    1      6,664 K
conhost.exe                   7812 Console                    1      3,336 K
chrome.exe                    1392 Console                    1     65,100 K
chrome.exe                    6072 Console                    1     56,748 K
chrome.exe                    7784 Console                    1     18,100 K
chrome.exe                    4872 Console                    1     48,032 K
chromedriver.exe              7496 Console                    1      7,324 K
conhost.exe                   7508 Console                    1      3,484 K
chrome.exe                    6984 Console                    1     61,952 K
chrome.exe                    8196 Console                    1     52,080 K
chrome.exe                    8516 Console                    1     18,352 K
chrome.exe                    8624 Console                    1     50,836 K
chromedriver.exe              6596 Console                    1     12,820 K
conhost.exe                   8352 Console                    1      3,772 K
cmd.exe                       6692 Console                    1      3,744 K
conhost.exe                   6668 Console                    1      6,576 K
java.exe                      9196 Console                    1     98,572 K
conhost.exe                   6556 Console                    1      6,456 K
firefox.exe                   7452 Console                    1    181,924 K
chromedriver.exe              2392 Console                    1      7,368 K
conhost.exe                   9192 Console                    1      3,832 K
chrome.exe                    7756 Console                    1     59,136 K
chrome.exe                    7920 Console                    1     66,008 K
chrome.exe                    8324 Console                    1     18,544 K
chrome.exe                    8832 Console                    1     57,192 K
dllhost.exe                   9316 Console                    1      7,852 K
chromedriver.exe              7200 Console                    1     14,808 K
conhost.exe                   7504 Console                    1      3,816 K
java.exe                      8544 Console                    1     94,408 K
audiodg.exe                   7744 Services                   0     15,792 K
cmd.exe                       6068 Console                    1      3,400 K
conhost.exe                   7568 Console                    1      6,468 K
adb.exe                       9612 Console                    1      4,280 K
javaw.exe                     9676 Console                    1     69,060 K
SearchFilterHost.exe          8980 Services                   0      6,552 K
cmd.exe                       9136 Console                    1      3,372 K
conhost.exe                   8772 Console                    1      6,476 K
adb.exe                       8920 Console                    1      4,240 K
chromedriver.exe              9708 Console                    1      7,248 K
conhost.exe                  10060 Console                    1      3,840 K
chrome.exe                    9696 Console                    1     57,788 K
chrome.exe                    7180 Console                    1     63,892 K
chrome.exe                    9980 Console                    1     18,744 K
chrome.exe                    8904 Console                    1     52,372 K
cmd.exe                       4644 Console                    1      3,352 K
conhost.exe                   8964 Console                    1      6,256 K
tasklist.exe                  9556 Console                    1      6,036 K
