
映像名称                       PID 会话名              会话#       内存使用 
conhost.exe                   8044 Console                    1      2,368 K
chromedriver.exe              7352 Console                    1      1,516 K
conhost.exe                   3768 Console                    1        864 K
chrome.exe                    7700 Console                    1     27,000 K
chrome.exe                    7364 Console                    1     11,276 K
chrome.exe                    7252 Console                    1      3,280 K
chrome.exe                    7624 Console                    1      7,428 K
chromedriver.exe              5256 Console                    1      1,672 K
conhost.exe                   7812 Console                    1        904 K
chrome.exe                    1392 Console                    1     28,284 K
chrome.exe                    6072 Console                    1     13,572 K
chrome.exe                    7784 Console                    1      3,744 K
chrome.exe                    4872 Console                    1      8,396 K
chromedriver.exe              7496 Console                    1      1,792 K
conhost.exe                   7508 Console                    1        892 K
chrome.exe                    6984 Console                    1     26,088 K
chrome.exe                    8196 Console                    1      8,464 K
chrome.exe                    8516 Console                    1      4,308 K
chrome.exe                    8624 Console                    1      7,688 K
chromedriver.exe              6596 Console                    1      2,116 K
conhost.exe                   8352 Console                    1        952 K
cmd.exe                       6692 Console                    1        988 K
conhost.exe                   6668 Console                    1      1,900 K
java.exe                      9196 Console                    1     40,128 K
conhost.exe                   6556 Console                    1      1,860 K
firefox.exe                   7452 Console                    1    304,032 K
chromedriver.exe              2392 Console                    1      1,672 K
conhost.exe                   9192 Console                    1        980 K
chrome.exe                    7756 Console                    1     26,860 K
chrome.exe                    7920 Console                    1     18,924 K
chrome.exe                    8324 Console                    1      3,580 K
chrome.exe                    8832 Console                    1     11,976 K
chromedriver.exe              7200 Console                    1      2,752 K
conhost.exe                   7504 Console                    1        904 K
chromedriver.exe              9708 Console                    1      3,604 K
conhost.exe                  10060 Console                    1        936 K
chromedriver.exe              3728 Console                    1      9,004 K
conhost.exe                   9608 Console                    1      2,016 K
java.exe                     10104 Console                    1     89,684 K
taskhost.exe                  8744 Console                    1      4,252 K
QQProtect.exe                11252 Console                    1     16,524 K
QQ.exe                       11468 Console                    1    121,520 K
TXPlatform.exe               11776 Console                    1      1,652 K
QQExternal.exe               10068 Console                    1      7,044 K
SohuNews.exe                 11088 Console                    1    100,444 K
chromedriver.exe             12308 Console                    1     11,376 K
conhost.exe                   3612 Console                    1      3,680 K
chromedriver.exe              7420 Console                    1      9,212 K
conhost.exe                   5640 Console                    1      3,916 K
chrome.exe                   13024 Console                    1     63,556 K
chrome.exe                    5392 Console                    1     75,124 K
chrome.exe                   10880 Console                    1     23,984 K
chrome.exe                    6840 Console                    1     67,372 K
javaw.exe                    13072 Console                    1     90,956 K
chromedriver.exe             10492 Console                    1      8,976 K
conhost.exe                  12880 Console                    1      3,816 K
chrome.exe                   11060 Console                    1     65,120 K
chrome.exe                   12372 Console                    1     82,084 K
chrome.exe                    9664 Console                    1     22,396 K
chrome.exe                    8508 Console                    1     90,548 K
plugin-container.exe         12216 Console                    1     18,036 K
FlashPlayerPlugin_13_0_0_     6560 Console                    1     13,256 K
FlashPlayerPlugin_13_0_0_    11216 Console                    1     20,480 K
audiodg.exe                   9344 Services                   0     16,656 K
SearchFilterHost.exe          7296 Services                   0      6,380 K
SGTool.exe                   12776 Console                    1     23,772 K
PinyinUp.exe                 11788 Console                    1     16,704 K
SGDownload.exe                7880 Console                    1     10,960 K
SGTool.exe                    8392 Console                    1     17,616 K
cmd.exe                      10224 Console                    1      3,368 K
conhost.exe                   9096 Console                    1      6,632 K
adb.exe                       9808 Console                    1      4,264 K
cmd.exe                       8556 Console                    1      3,312 K
conhost.exe                   4032 Console                    1      6,332 K
tasklist.exe                  9156 Console                    1      5,944 K
