
映像名称                       PID 会话名              会话#       内存使用 
conhost.exe                   4428 Console                    1      4,880 K
java.exe                      6524 Console                    1     64,688 K
conhost.exe                   7120 Console                    1      5,176 K
chromedriver.exe              3908 Console                    1      3,704 K
conhost.exe                   4508 Console                    1      2,660 K
chrome.exe                    6056 Console                    1     36,136 K
chrome.exe                    8860 Console                    1     21,212 K
chrome.exe                    9032 Console                    1      8,404 K
chrome.exe                    8288 Console                    1      9,112 K
chromedriver.exe               944 Console                    1      6,936 K
conhost.exe                   8380 Console                    1      2,628 K
chromedriver.exe              3344 Console                    1      7,024 K
conhost.exe                   2096 Console                    1      2,688 K
chromedriver.exe              3288 Console                    1      7,276 K
conhost.exe                   8420 Console                    1      2,696 K
chromedriver.exe              8656 Console                    1      6,936 K
conhost.exe                   9000 Console                    1      2,712 K
chromedriver.exe              8296 Console                    1      7,076 K
conhost.exe                   9144 Console                    1      2,676 K
chromedriver.exe              7076 Console                    1      7,260 K
conhost.exe                   7108 Console                    1      2,708 K
SohuNews.exe                  8268 Console                    1     93,944 K
chrome.exe                   16728 Console                    1     33,688 K
chrome.exe                   16152 Console                    1     12,276 K
chrome.exe                   17168 Console                    1      9,248 K
chrome.exe                   17312 Console                    1      8,964 K
chrome.exe                   17428 Console                    1      7,328 K
WUDFHost.exe                 34372 Services                   0      3,472 K
cmd.exe                      40880 Console                    1      2,728 K
conhost.exe                  40412 Console                    1      5,172 K
java.exe                     41244 Console                    1     14,196 K
filezilla.exe                76888 Console                    1     11,380 K
myeclipse.exe                80216 Console                    1      2,684 K
javaw.exe                    81924 Console                    1    493,416 K
javaw.exe                   101172 Console                    1     90,744 K
chromedriver.exe            104060 Console                    1      8,804 K
conhost.exe                 103844 Console                    1      3,892 K
chrome.exe                  104228 Console                    1     78,452 K
chrome.exe                  103484 Console                    1     77,084 K
chrome.exe                  101840 Console                    1     27,984 K
chrome.exe                  104736 Console                    1     97,320 K
taskeng.exe                 108868 Services                   0      5,468 K
cmd.exe                     111288 Console                    1      3,376 K
conhost.exe                 111340 Console                    1      6,260 K
adb.exe                     108652 Console                    1      4,224 K
cmd.exe                     111296 Console                    1      3,308 K
conhost.exe                 111336 Console                    1      6,280 K
tasklist.exe                111460 Console                    1      5,932 K
