
映像名称                       PID 会话名              会话#       内存使用 
91 PC Suite.exe               6152 Console                    1      5,476 K
AndroidInterface.exe          8092 Console                    1      6,928 K
conhost.exe                   4180 Console                    1      3,816 K
360MobileMgr.exe              6252 Console                    1      8,216 K
360MobileMgr.exe              2552 Console                    1     23,512 K
cmd.exe                       4552 Console                    1      3,752 K
conhost.exe                   4428 Console                    1      6,404 K
java.exe                      6524 Console                    1     98,724 K
conhost.exe                   7120 Console                    1      6,296 K
cmd.exe                       2756 Console                    1      3,728 K
conhost.exe                   1672 Console                    1      6,444 K
java.exe                       916 Console                    1     92,524 K
javaw.exe                     8568 Console                    1     76,008 K
chromedriver.exe              3908 Console                    1      7,696 K
conhost.exe                   4508 Console                    1      3,812 K
chrome.exe                    6056 Console                    1     75,856 K
chrome.exe                    8860 Console                    1     72,716 K
chrome.exe                    9032 Console                    1     27,964 K
chrome.exe                    8288 Console                    1     74,396 K
cmd.exe                       9208 Console                    1      3,368 K
conhost.exe                   6188 Console                    1      6,332 K
adb.exe                       8112 Console                    1      4,220 K
cmd.exe                       8708 Console                    1      3,300 K
conhost.exe                   8784 Console                    1      5,980 K
tasklist.exe                  5012 Console                    1      5,928 K
